TIPO,NOMBRE,SECTOR,CODCUE,CUENCA,CODSCUE,SUBCUENCA,CODMCUE,MICROCUENCA,VOLUMEN,OBSERVACION,IDTABINV,CODHIDRO,OBJECTID,AMBIENTEHidrografia_CAguAREA
603,Laguna Sector Q. de La Amistela,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200608,Río Lechoso o Mugroso,,,,21200608480,149,5617.2524039
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,150,205.81221252
603,Laguna Sector Q. de Fucha,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200610,Quebrada de Fucha,,,,21200610116,151,1026.97391058
603,Lago Club Los Arrayanes 1,RURAL DC,2120,Río Bogotá,212022,Torca,21202202,Conejera,,,,21202202005,152,8581.97081575
603,Lago Club Pueblo Viejo 11,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,153,6404.55630263
605,Embalse Chuza,RURAL,3503,Río Guatiquía,350301,Río Chuza - Embalse de Chuza,,ND,,Vol M3: 257000000 Area M2: 5117216,,,154,5117487.79467289
603,Laguna,RURAL,3502,Río Guayuriba,350223,Río Caqueza,,ND,,,,,155,18238.41205108
601,Río Piri Chiquito,RURAL,3504,Río Guacavía,,ND,,ND,,,,,156,670115.38669061
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,157,10847.15461105
601,Río Guajaray,RURAL,3504,Río Guacavía,,ND,,ND,, Area M2: 1291399,,,158,1291566.26148654
603,Laguna Fausto,RURAL,2120,Río Bogotá,212009,Embalse Tominé,,ND,,,,,159,73984.78608156
601,Río Nipore,RURAL,3504,Río Guacavía,,ND,,ND,,,,,160,620639.56829752
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,161,674.19625019
603,Lago Club El Rancho 8,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,162,3540.88354438
603,Laguna Colorada,RURAL,3503,Río Guatiquía,350301,Río Chuza - Embalse de Chuza,,ND,,,,,163,24275.8038088
603,Laguna del Pato,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609470,164,3393.90678986
603,Laguna 1 Sector Las Mercedes,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200606,Interfluvios Río Chisaca,,,,21200606150,165,431.36440431
603,Laguna Sector Chisacá 3,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607234,166,283.50417297
603,Laguna,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,167,221293.43080974
603,Laguna Sector Q. Corinto,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200610,Quebrada de Fucha,,,,21200610114,168,802.81480258
603,Laguna,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,169,779.35049233
603,Laguna,RURAL,3502,Río Guayuriba,350212,Quebrada Blanca,,ND,,,,,170,7832.8376156
603,Laguna Verde,RURAL,3506,Río Guavio,350606,Río Muchindote,,ND,,,,,171,22556.12142714
603,Laguna 2 Sector Q. Los Salitres,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609494,172,1966.45614433
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,173,320.97571119
601,Río Negro,RURAL,3506,Río Guavio,350611,Río Farallones,,ND,,,,,174,163422.69776675
603,Laguna sector del Rebosadero 1,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607228,175,1007.48398682
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,176,849.93802631
603,Laguna 2 sector Chisacá,RURAL DC,2119,Río Sumapaz,212006,Río Tunjuelo,21200607,Río Chisacá,,,,21200607517,177,280.10424367
603,Laguna,RURAL,3502,Río Guayuriba,350227,Quebrada El Brasil,,ND,,,,,178,37033.38925747
603,Lago Club Los Arrayanes 9,RURAL DC,2120,Río Bogotá,212022,Torca,21202202,Conejera,,,,21202202013,179,20567.17314251
603,Laguna 9 Sector Olarte,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604292,180,558.19155777
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,181,389.25750893
603,Laguna 11 Sector Olarte,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604294,182,285.70705299
606,Quebrada Salinas,RURAL,3503,Río Guatiquía,,ND,,ND,, Area M2: 1134085,,,183,1134183.29721836
601,Río Guavio,RURAL,3506,Río Guavio,350601,Río Guavio Bajo,,ND,, Area M2: 5718782,,,184,5720436.42366876
603,Laguna La Bolsa,RURAL,3506,Río Guavio,350610,Río Chorrera,,ND,,,,,185,110094.70990422
603,Laguna Los Tunjos 1,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607209,186,7303.95836681
603,Laguna 1 Sector Q. Piedra Gorda,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609502,187,4495.32573702
605,Embalse El Guavio,RURAL,3506,Río Guavio,350612,Río Murca,,ND,,Vol M3: 1043000000 Area M2: 18655001,,,188,18657133.0509051
603,Laguna,RURAL,3503,Río Guatiquía,350302,Río Chingaza,,ND,,,,,189,19044.11856498
603,Laguna Sector Chisacá 2,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607232,190,2097.77531242
603,Laguna,RURAL,3502,Río Guayuriba,350230,Río Manzanares,,ND,,,,,191,8589.79087776
605,Embalse Aposentos,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,800000,Vol M3: 800000,,,192,337194.67050925
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,193,567.63741666
603,Laguna 1 sector Chisacá,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607516,194,273.66525923
603,Laguna Grande,RURAL,3502,Río Guayuriba,350222,Río Palmar,,ND,,,,,195,82175.00199301
603,Laguna 4 Sector Q. Waterloo,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607512,196,532.77619872
603,Lago Club Los Buhos 1,RURAL DC,2120,Río Bogotá,212022,Torca,21202203,Canal Torca,,,,21202203002,197,11111.64964596
603,Laguna sector Pasquillita,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604271,198,240.99093711
603,Laguna 4 Sector Q. Carrizal o La Regadera,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609512,199,240.64931429
603,Laguna 7 Sector Olarte,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604290,200,776.29201421
603,Laguna,RURAL,3503,Río Guatiquía,,ND,,ND,,,,,201,2168.03299215
605,Embalse del Sisga,RURAL,2120,Río Bogotá,212010,Embalse Sisga,,ND,,Vol M3: 102000000 Area M2: 4706610,,,202,4706918.74042285
603,Laguna Bogotá 132,RURAL DC,2120,Río Bogotá,212022,Torca,21202201,Canal Guaymaral,,,,21202201057,203,1402.03209796
603,Laguna,RURAL,3506,Río Guavio,350611,Río Farallones,,ND,,,,,204,33523.36030555
603,Laguna Peña Azul,RURAL,3502,Río Guayuriba,350222,Río Palmar,,ND,,,,,205,84521.75697818
603,Lago Club Campestre Guaymaral 8,RURAL DC,2120,Río Bogotá,212022,Torca,21202201,Canal Guaymaral,,,,21202201051,206,2944.24353112
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,207,268.50678023
603,Laguna 1 Sector R. Curubital,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609495,208,202.36126187
603,Laguna 3 sector Chisacá,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607518,209,239.88271479
603,Laguna 2 Sector Q. Piedra Gorda,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609503,210,2260.75869754
603,Pondaje Rivera 1,RURAL DC,2120,Río Bogotá,212020,Fucha,21202001,Canal Cundinamarca,,,,21202001033,211,10407.23103584
601,Río Piri,RURAL,3504,Río Guacavía,,ND,,ND,, Area M2: 5041711,,,212,5042326.5497868
603,Laguna Negra,RURAL,3503,Río Guatiquía,350302,Río Chingaza,,ND,,,,,213,48260.25038917
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,214,23190.91206116
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,215,2644.97372242
603,Laguna,RURAL,2120,Río Bogotá,212012,Sector Sisga - Tibitoc,,ND,,,,,216,464775.35780181
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,217,540.02621949
603,Laguna,RURAL,3502,Río Guayuriba,350211,Río Negro Parte Alta,,ND,,,,,218,5841.53655811
601,Río Guatiquia,RURAL,3503,Río Guatiquía,350303,Río Guatiquía,,ND,, Area M2: 27082030,,,219,27086885.6916032
603,Laguna Sector L. Larga 1,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607218,220,2758.55499006
604,Humedal Neuta,RURAL,2120,Río Bogotá,212004,Sector Salto - Soacha,,ND,,CAR Acuerdo 37 de 2006,,,221,297662.70263482
601,Río Upin,RURAL,3503,Río Guatiquía,,ND,,ND,, Area M2: 2343462,,,222,2343688.37651505
603,Laguna Seca 1,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609491,223,1259.14431404
603,Laguna El Medio,RURAL,3503,Río Guatiquía,350303,Río Guatiquía,,ND,,,,,224,22572.50054768
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,225,424.8270486
603,Lago Club El Rancho 1,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,226,6469.46113333
607,Pantano Las Lechuzas,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200606,Interfluvios Río Chisaca,,,,21200606157,227,4522.5004257
601,Río Las Blancas,RURAL,3502,Río Guayuriba,350231,Río Sardinata,,ND,,,,,228,443481.17189846
603,Laguna El Medio,RURAL,3503,Río Guatiquía,350303,Río Guatiquía,,ND,,,,,229,57696.5246547
603,Laguna 3 Sector Q. Waterloo,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607511,230,245.13330163
603,Lago La Florida,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,231,279977.48475453
601,Río Negro,RURAL,3502,Río Guayuriba,350232,Río Negro y Directos,,ND,, Area M2: 2561585,,,232,2561613.96184958
603,Lago Club Los Arrayanes 5,RURAL DC,2120,Río Bogotá,212022,Torca,21202202,Conejera,,,,21202202009,233,1574.34476083
603,Laguna Sector Chisacá 1,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607229,234,8934.03956644
603,Laguna 5 Sector Olarte,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604288,235,466.43494274
601,Río Carpatos,RURAL,3506,Río Guavio,350609,Río Sueva,,ND,,,,,236,279813.01172506
603,Laguna sector Q. de Romerales,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200608,Río Lechoso o Mugroso,,,,21200608477,237,311.5472955
601,Río Los Caquezas,RURAL,3502,Río Guayuriba,350223,Río Chochal,,ND,,,,,238,115362.26190203
601,Río Sueva,RURAL,3506,Río Guavio,350609,Río Sueva,,ND,,,,,239,395943.60924185
603,Laguna 2 Sector Olarte,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604285,240,268.65028249
603,Lago Club Los Buhos 2,RURAL DC,2120,Río Bogotá,212022,Torca,21202203,Canal Torca,,,,21202203003,241,1604.30090333
603,Lago Club El Rancho 5,RURAL DC,2120,Río Bogotá,212022,Torca,21202203,Canal Torca,,,,21202203009,242,1204.7200119
603,Laguna 5 Sector R. Curubital,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609499,243,713.67680106
601,Río Cobre,RURAL,3502,Río Guayuriba,350243,Río Blanco y Directos,,ND,,,,,244,241779.46208741
603,Laguna Chocolate,RURAL,3502,Río Guayuriba,350223,Río Caqueza,,ND,,,,,245,23656.46414396
603,Laguna Bogotá 011,RURAL DC,2120,Río Bogotá,212022,Torca,21202202,Conejera,,,,21202202016,246,5859.07499501
603,Laguna 2 Sector Q. La Leona,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607507,247,3636.87207838
603,Laguna,RURAL,3502,Río Guayuriba,350222,Río Palmar,,ND,,,,,248,309.79135437
603,Laguna Q. Trompeta 1,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200603,Directos Río Tunjuelo,,,,21200603189,249,1116.2832836
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,250,819.01263786
606,Quebrada Colorada,RURAL,3503,Río Guatiquía,350310,Quebrada Colorada,,ND,,,,,251,136557.37213345
603,Laguna 17 Sector Olarte,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604300,252,920.46625983
603,Lago Club Campestre Guaymaral 9,RURAL DC,2120,Río Bogotá,212022,Torca,21202201,Canal Guaymaral,,,,21202201052,253,5332.43248214
603,Laguna 4 Sector La Regadera,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604280,254,205.93928789
603,Laguna,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,255,341.52392633
603,Laguna,RURAL,2120,Río Bogotá,212005,Embalse del Muña,,ND,,,,,256,33452.69479589
603,Laguna sector Q. Hierba Mora,RURAL DC,2120,Río Bogotá,212020,Fucha,21202009,Río San Francisco,,,,21202009089,257,240.3421674
603,Laguna 1 Sector Q. Los Salitres,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609489,258,937.81696668
603,Laguna Seca,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609490,259,20731.93085111
605,Embalse Chisacá,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200606,Interfluvios Río Chisaca,6700000,Vol M3: 6700000,,21200606158,260,499201.13465256
603,Laguna de Los Amarillos,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200608,Río Lechoso o Mugroso,,,,21200608478,261,654.17094508
603,Laguna Brava,RURAL,3503,Río Guatiquía,350304,Quebrada La Virginia,,ND,,,,,262,24225.94584052
601,Río Lechoso o Mugroso,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200608,Río Lechoso o Mugroso,,,,21200608001,263,87876.58448433
603,Lago Club El Rancho 4,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,264,4639.36836702
603,Laguna,RURAL,3503,Río Guatiquía,350303,Río Guatiquía,,ND,,,,,265,2499.3850422
604,Humedal Tierra Blanca,RURAL,2120,Río Bogotá,212004,Sector Salto - Soacha,,ND,,CAR Acuerdo 33 de 2006,,,266,154430.96075155
601,Río Palmar,RURAL,3502,Río Guayuriba,350222,Río Palmar,,ND,, Area M2: 1070884,,,267,1070886.55728058
603,Laguna,RURAL,3502,Río Guayuriba,350211,Río Negro Parte Alta,,ND,,,,,268,9155.81698993
603,Laguna,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,269,149366.10162597
603,Laguna de La Lajita 1,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607204,270,8463.80351527
601,Río Humea,RURAL,3505,Río Humea,350508,Río Humea,,ND,, Area M2: 22402006,,,271,22407717.0030511
603,Laguna TVDH 154,RURAL DC,2120,Río Bogotá,212022,Torca,21202201,Canal Guaymaral,,,,21202201056,272,328.27650921
605,Embalse del Neusa,RURAL,2120,Río Bogotá,212013,Río Neusa,,ND,,Vol M3: 102000000 Area M2: 9281756,,,273,9281971.98980656
603,Laguna,RURAL,3503,Río Guatiquía,,ND,,ND,,,,,274,21273.5691067
603,Lago Club El Rancho 10,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,275,5396.52199233
601,Río Guacavia,RURAL,3504,Río Guacavía,,ND,,ND,, Area M2: 20449641,,,276,20453684.4112477
603,Laguna 2 Sector Q. Aguadulce,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200610,Quebrada de Fucha,,,,21200610112,277,253.54974193
603,Laguna,RURAL,3503,Río Guatiquía,350306,Quebrada Blanca,,ND,,,,,278,7396.38104785
605,Embalse de Tomine,RURAL,2120,Río Bogotá,212009,Embalse Tominé,,ND,,Vol M3: 690000000 Area M2: 29962705,,,279,29963741.6491987
603,Laguna,RURAL,3503,Río Guatiquía,,ND,,ND,,,,,280,1746.56583248
606,Quebrada Sardinata,RURAL,3505,Río Humea,350501,Río Jagua,,ND,,,,,281,165583.91449818
603,Laguna de La Lajita 3,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607206,282,2599.06217842
603,Laguna,RURAL,3506,Río Guavio,350611,Río Farallones,,ND,,,,,283,3944.93130479
603,Laguna 3 Sector Q. Carrizal o La Regadera,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609511,284,5230.2238548
603,Laguna sector Q. Las Ahorcas,RURAL DC,2120,Río Bogotá,212020,Fucha,21202009,Río San Francisco,,,,21202009090,285,208.62027704
601,Río Gacheta,RURAL,3506,Río Guavio,350610,Río Chorrera,,ND,,,,,286,868291.8088328
601,Río Guayuriba,RURAL,3502,Río Guayuriba,350201,Río Guayuriba y Directos,,ND,, Area M2: 30354167,,,287,30358844.5754019
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,288,442.749766
603,Laguna Bogotá 039,RURAL DC,2120,Río Bogotá,212022,Torca,21202202,Conejera,,,,21202202014,289,1062.95514167
601,Río Santa Rosa,RURAL,3502,Río Guayuriba,350228,Quebrada Santa Rosa,,ND,,,,,290,255026.95548825
603,Lago Club Pueblo Viejo 1,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,291,568.85485245
603,Laguna sector Q. Aguanica,RURAL DC,2120,Río Bogotá,212022,Torca,21202207,Canal San Antonio,,,,21202207005,292,657.7953618
603,Laguna,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,293,341.74837013
603,Laguna Los Tunjos,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607185,294,329552.86820825
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,295,261.06285323
603,Laguna 2 Sector Q. Carrizal o La Regadera,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609510,296,836.9181355
603,Laguna,RURAL,3503,Río Guatiquía,350306,Quebrada Blanca,,ND,,,,,297,2347.48283184
603,Laguna,RURAL,2120,Río Bogotá,212004,Sector Salto - Soacha,,ND,,,,,298,36109.94999158
607,Pantano,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,299,249.31295166
603,Laguna sector Drenaje R. San Francisco 8,RURAL DC,2120,Río Bogotá,212020,Fucha,21202009,Río San Francisco,,,,21202009091,300,603.97573871
603,Laguna,RURAL,3503,Río Guatiquía,350303,Río Guatiquía,,ND,,,,,301,4368.71221601
603,Lago Peñon,RURAL,2120,Río Bogotá,212001,Río Bajo Bogotá,,ND,,,,,302,645888.41161621
603,Laguna Piedra Redonda,RURAL DC,2120,Río Bogotá,212020,Fucha,21202006,Río Palo Blanco,,,,21202006360,303,1360.87844397
603,Laguna 5 Sector Q. Cuevecitas,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200606,Interfluvios Río Chisaca,,,,21200606156,304,327.17949417
603,Laguna,RURAL,2120,Río Bogotá,212014,Río Frío,,ND,,,,,305,39108.08162615
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,306,654.91699268
603,Laguna,RURAL,3502,Río Guayuriba,350223,Río Caqueza,,ND,,,,,307,1397.87192474
603,Lago Club Los Arrayanes 6,RURAL DC,2120,Río Bogotá,212022,Torca,21202202,Conejera,,,,21202202010,308,4850.95129256
603,Laguna 10 Sector Olarte,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604293,309,392.71213489
603,Lago Club El Rancho 6,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,310,5165.95310188
603,Laguna sector Los Tunjos 2,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607200,311,2008.94353646
603,Laguna,RURAL,3503,Río Guatiquía,,ND,,ND,,,,,312,2170.10365307
601,Río Chisaca,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200606,Interfluvios Río Chisaca,,,,21200606001,313,151382.10690145
603,Lago Club Pueblo Viejo 7,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,314,14364.90720952
603,Laguna,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,315,980.53625072
603,Laguna La Esfondada,RURAL,3503,Río Guatiquía,350307,Río Santa Bárbara,,ND,,,,,316,67788.32662047
603,Laguna 7 Sector La Regadera,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604283,317,932.03595236
603,Laguna,RURAL,3503,Río Guatiquía,350302,Río Chingaza,,ND,,,,,318,6727.37107954
603,Laguna,RURAL,3503,Río Guatiquía,,ND,,ND,,,,,319,1279.44589964
603,Laguna de Pisca,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609476,320,6042.06378268
